raceId,driverId,stop,lap,duration
863,39,3,32,26.417
863,3,3,36,21.888
863,1,3,36,23.696
863,807,3,36,22.560
863,18,3,37,22.616
863,4,3,37,23.207
863,815,3,37,22.924
863,30,3,37,22.192
863,13,3,38,21.938
863,811,3,38,22.796
863,817,3,38,22.495
863,5,4,38,23.173
863,20,3,39,21.800
863,8,3,39,22.597
863,17,3,39,21.705
863,10,3,38,22.933
863,808,3,39,23.167
863,37,3,38,24.520
863,154,3,40,22.763
863,818,3,40,22.241
863,39,4,45,24.317
863,155,3,50,24.674
863,18,4,53,23.943
864,815,1,1,21.864
864,17,1,6,20.119
864,20,1,7,19.745
864,155,1,8,22.260
864,3,1,9,20.502
864,18,1,9,20.333
864,814,1,9,19.987
864,4,1,10,19.456
864,154,1,10,20.223
864,30,1,10,20.113
864,818,1,10,20.388
864,13,1,10,20.130
864,807,1,10,20.521
864,808,1,10,24.856
864,37,1,10,22.275
864,813,1,11,20.620
864,8,1,11,19.777
864,817,1,11,21.101
864,39,1,11,21.518
864,5,1,13,21.290
864,1,1,14,21.963
864,10,1,14,21.082
864,819,1,15,20.936
864,17,2,17,24.864
864,815,2,17,21.055
864,807,2,19,20.558
864,37,2,19,22.135
864,3,2,22,20.059
864,39,2,22,22.515
864,814,2,23,21.680
864,818,2,23,22.645
864,813,2,24,20.218
864,18,2,25,21.061
864,817,2,25,20.114
864,4,2,26,20.028
864,154,2,26,21.215
864,155,2,26,20.381
864,10,2,26,20.902
864,8,2,27,21.301
864,20,2,27,19.624
864,5,2,27,22.566
864,819,2,27,21.338
864,13,2,28,13.259
864,808,2,28,23.072
864,13,3,29,19.699
864,20,3,30,13.335
864,1,2,35,19.980
864,37,3,35,21.543
864,815,3,37,28.531
864,18,3,38,19.888
864,807,3,39,20.515
864,817,3,39,20.059
864,3,3,40,20.197
864,17,3,40,20.129
864,818,3,40,20.460
864,813,3,41,22.829
864,155,3,41,21.311
864,20,4,42,26.143
864,814,3,42,19.867
864,4,3,44,20.105
864,5,3,43,21.275
864,808,3,44,21.817
864,13,4,45,22.645
864,8,3,48,20.073
864,10,3,47,20.669
864,154,3,51,21.035
864,37,4,51,21.471
865,155,1,1,28.390
865,808,1,3,39.391
865,818,1,17,26.063
865,3,1,27,24.874
865,17,1,29,25.566
865,1,1,29,25.748
865,8,1,29,26.380
865,807,1,29,26.447
865,811,1,29,26.410
865,39,1,29,27.306
865,4,1,30,25.220
865,5,1,30,26.066
865,10,1,30,25.567
865,13,1,31,24.993
865,819,1,33,27.186
865,30,1,34,25.117
865,815,1,34,25.666
865,814,1,35,25.642
865,18,1,38,25.219
865,815,2,39,19.677
865,817,1,40,25.335
865,20,1,46,25.079
865,10,2,54,36.503
865,818,2,70,26.157
865,5,2,73,31.293
865,39,2,74,26.973
866,13,1,12,21.128
866,814,1,13,21.489
866,30,1,13,21.807
866,18,1,15,21.748
866,20,1,16,21.639
866,818,1,16,22.278
866,1,1,17,21.375
866,17,1,17,21.199
866,817,1,17,21.689
866,5,1,17,21.733
866,808,1,18,21.888
866,4,1,19,21.133
866,3,1,19,21.222
866,154,1,21,21.830
866,807,1,21,24.583
866,811,1,23,22.781
866,155,1,24,21.453
866,10,1,24,25.520
866,819,1,28,23.291
866,813,1,29,22.704
866,18,2,33,21.845
866,3,2,38,21.179
866,8,1,40,21.534
866,815,1,41,21.407
866,807,2,42,23.660
866,5,2,42,21.704
866,30,2,43,22.524
866,818,2,43,23.163
866,808,2,43,21.403
866,814,2,44,21.734
866,818,3,47,14.641
866,1,2,50,22.530
866,17,2,52,21.254
866,18,3,52,21.363
866,13,2,58,21.115
866,817,2,58,21.558
866,20,2,63,22.428
867,18,1,10,20.246
867,815,1,10,21.032
867,13,1,11,20.498
867,819,1,11,31.636
867,5,1,12,21.040
867,1,1,13,19.355
867,808,1,13,20.726
867,155,1,14,23.071
867,8,1,14,21.879
867,813,1,14,21.342
867,807,1,14,21.198
867,817,1,14,21.209
867,37,1,14,23.127
867,4,1,15,19.789
867,39,1,15,22.930
867,20,1,16,20.357
867,154,1,16,20.479
867,818,1,17,21.303
867,30,1,19,20.477
867,17,1,19,20.246
867,3,1,20,20.625
867,155,2,20,25.719
867,811,1,20,28.440
867,814,1,23,20.295
867,811,2,24,14.659
867,815,2,25,20.904
867,808,2,25,21.224
867,18,2,26,19.640
867,13,2,27,20.126
867,5,2,27,24.445
867,154,2,28,23.183
867,1,2,28,31.081
867,4,2,28,20.718
867,8,2,28,21.103
867,813,2,28,21.525
867,807,2,28,20.332
867,808,3,28,21.407
867,20,2,29,20.023
867,37,2,28,23.125
867,819,2,28,22.838
867,39,2,29,26.370
867,13,3,34,39.041
867,817,2,37,22.597
867,17,2,38,20.222
867,39,3,39,14.780
867,30,2,41,20.041
867,3,2,46,20.115
867,808,4,47,30.800
867,13,4,53,20.476
868,819,2,32,26.164
868,17,2,33,25.179
868,813,2,12,33.068
868,13,1,13,25.325
868,8,1,13,25.581
868,819,1,13,26.313
868,17,1,14,25.854
868,811,1,14,25.983
868,818,1,14,26.489
868,4,1,15,25.372
868,3,1,15,25.189
868,155,1,16,26.845
868,807,1,16,26.060
868,18,1,16,25.138
868,817,1,16,25.626
868,39,1,16,29.908
868,10,1,18,26.165
868,1,1,21,24.498
868,154,2,26,25.388
868,37,1,27,27.715
868,1,2,28,25.003
868,817,2,29,25.613
868,5,2,29,26.434
868,811,2,30,26.573
868,20,2,31,25.319
868,18,2,31,24.762
868,818,2,32,26.200
868,814,1,1,32.790
868,154,1,2,34.201
868,20,1,10,25.829
868,813,1,11,25.630
868,815,1,11,25.192
868,30,1,12,25.938
868,5,1,12,26.196
868,8,2,34,25.871
868,30,2,34,25.552
868,13,2,35,25.110
868,807,2,35,25.444
868,39,2,35,27.944
868,4,2,37,24.998
868,155,2,37,39.208
868,3,2,37,33.529
868,10,2,38,25.241
869,13,1,1,23.049
869,811,1,1,47.942
869,154,1,1,32.766
869,1,1,3,21.012
869,818,1,6,18.901
869,814,1,10,17.899
869,8,1,11,18.002
869,807,1,12,18.442
869,17,1,12,18.253
869,3,1,12,18.395
869,813,1,13,19.646
869,5,1,13,19.385
869,30,1,14,18.497
869,808,1,14,19.802
869,815,1,17,18.143
869,4,1,18,17.570
869,18,1,19,17.867
869,817,1,19,18.374
869,10,1,19,21.399
869,20,1,20,17.512
869,37,1,20,19.850
869,819,1,21,17.821
869,155,1,22,18.904
869,39,1,22,19.535
869,13,2,24,19.137
869,154,2,24,20.388
869,811,2,25,18.822
869,818,2,27,18.425
869,807,2,31,18.286
869,5,2,31,18.801
869,1,2,31,17.598
869,3,2,32,17.894
869,808,2,32,18.323
869,30,2,36,17.928
869,8,2,38,17.735
869,813,2,38,19.210
869,817,2,38,17.990
869,814,2,39,17.968
869,18,2,40,16.831
869,815,2,40,18.199
869,17,2,40,17.290
869,4,2,41,17.942
869,20,2,41,17.859
869,10,2,40,18.952
869,154,3,42,22.743
869,155,2,43,19.177
869,819,2,43,19.391
869,5,3,44,19.233
869,818,3,45,19.949
869,807,3,46,18.365
869,37,2,45,20.664
869,13,3,47,19.680
869,1,3,47,18.877
869,39,2,46,19.382
869,811,3,47,18.313
869,3,3,50,18.741
869,808,3,50,18.354
869,30,3,52,18.163
869,5,4,53,28.988
869,813,3,57,18.085
870,30,1,1,21.336
870,30,2,4,13.199
870,155,1,8,20.234
870,818,1,12,20.363
870,817,1,14,20.510
870,18,1,15,19.408
870,807,1,15,20.736
870,813,1,15,20.304
870,811,1,16,20.213
870,3,1,16,20.352
870,814,1,16,20.460
870,20,1,17,19.380
870,4,1,17,19.669
870,5,1,17,20.780
870,1,1,18,20.436
870,13,1,18,19.981
870,808,1,18,21.070
870,39,1,18,21.259
870,154,1,19,22.151
870,10,1,18,21.337
870,8,1,20,20.087
870,17,1,20,19.611
870,819,1,20,20.915
870,815,1,21,20.320
870,37,1,22,22.332
870,818,2,30,19.858
870,30,3,32,20.503
870,18,2,34,19.083
870,817,2,34,19.630
870,808,2,35,20.592
870,5,2,36,21.855
870,20,2,38,19.331
870,814,2,38,20.352
870,154,2,39,20.231
870,17,2,39,19.175
870,807,2,39,20.607
870,1,2,40,19.059
870,819,2,39,21.378
870,3,2,40,20.632
870,155,2,40,20.065
870,39,2,39,22.031
870,813,2,41,19.755
870,10,2,40,20.383
870,811,2,42,20.604
870,37,2,41,21.877
870,4,2,43,19.365
870,13,2,43,19.917
870,8,2,45,19.772
870,18,3,45,20.355
870,818,3,46,19.644
870,815,2,47,20.216
870,817,3,47,20.027
870,808,3,51,20.515
870,813,3,52,13.206
870,17,3,55,19.386
870,5,3,56,20.567
870,20,3,58,18.964
870,818,4,64,19.600
871,37,1,1,29.107
871,155,1,1,27.248
871,813,1,1,21.842
871,155,2,7,21.669
871,814,1,10,21.402
871,8,1,11,20.383
871,17,1,11,20.908
871,10,1,11,22.463
871,817,1,12,20.287
871,13,1,12,20.306
871,808,1,12,25.972
871,807,1,13,22.152
871,5,1,14,52.206
871,39,1,14,23.953
871,818,1,15,20.660
871,37,2,15,25.027
871,811,1,16,21.690
871,819,1,18,21.611
871,30,1,19,21.664
871,18,1,20,19.668
871,3,1,20,21.062
871,20,1,21,20.811
871,155,3,24,22.106
871,10,2,25,20.660
871,814,2,26,21.115
871,808,2,26,21.180
871,807,2,27,20.696
871,17,2,27,20.385
871,13,2,27,21.049
871,37,3,27,22.064
871,5,2,27,21.931
871,8,2,28,20.289
871,817,2,28,21.060
871,39,2,28,22.523
871,818,2,29,21.077
871,30,2,35,20.835
871,3,2,36,20.534
871,811,2,39,22.030
872,10,1,7,28.747
872,813,1,13,22.970
872,3,1,14,22.346
872,30,1,15,22.247
872,8,1,17,21.730
872,5,1,17,22.737
872,819,1,18,24.039
872,13,1,19,22.161
872,808,1,19,22.182
872,20,1,20,22.303
872,4,1,20,21.515
872,155,1,20,22.874
872,17,1,21,21.556
872,814,1,21,22.190
872,18,1,22,23.375
872,37,1,22,23.488
872,1,1,23,20.736
872,39,1,23,31.745
872,817,1,24,21.720
872,811,1,24,22.985
872,807,1,27,22.746
872,816,1,27,21.962
872,815,1,29,22.472
872,10,2,32,22.581
872,20,2,34,15.008
872,813,2,35,21.814
872,819,2,35,22.046
872,30,2,37,22.310
872,3,2,38,21.854
872,5,2,39,21.910
872,808,2,40,22.811
873,10,2,25,32.015
873,5,2,26,30.099
873,17,2,28,29.304
873,813,2,29,30.540
873,4,2,29,29.190
873,155,2,30,30.842
873,808,3,30,30.405
873,37,2,30,32.625
873,817,2,31,29.789
873,8,2,32,29.370
873,20,2,33,31.137
873,18,2,33,29.662
873,819,2,32,30.834
873,814,2,33,30.029
873,3,2,33,29.687
873,154,2,33,31.753
873,813,3,33,30.981
873,30,2,33,30.338
873,811,3,33,30.684
873,13,3,33,29.455
873,17,3,40,29.348
873,807,2,40,30.613
873,815,2,40,30.217
873,808,4,40,41.154
873,37,3,40,44.101
873,5,3,45,30.232
873,155,3,50,36.146
873,807,3,50,34.601
873,808,1,1,36.148
873,13,1,1,31.958
873,17,1,8,29.333
873,20,1,10,29.117
873,811,1,10,30.317
873,4,1,11,29.557
873,30,1,11,30.879
873,817,1,11,30.992
873,1,1,12,29.124
873,814,1,12,31.026
873,3,1,12,29.546
873,818,1,12,30.499
873,5,1,12,30.440
873,813,1,13,30.234
873,8,1,13,29.669
873,10,1,13,30.977
873,18,1,14,30.019
873,154,1,14,32.080
873,155,1,14,30.693
873,819,1,16,30.647
873,807,1,18,30.363
873,815,1,18,30.043
873,37,1,18,33.042
873,808,2,18,30.341
873,13,2,19,29.403
873,39,1,19,32.436
873,818,2,24,29.898
873,811,2,25,30.828
874,154,1,1,32.329
874,811,1,1,27.098
874,17,1,1,32.462
874,154,2,7,29.793
874,18,1,13,20.233
874,8,1,13,20.901
874,807,1,13,21.007
874,814,1,13,21.063
874,155,1,14,20.783
874,819,1,14,21.343
874,815,1,15,21.273
874,39,1,15,23.227
874,1,1,16,21.148
874,813,1,16,21.361
874,811,2,16,21.538
874,20,1,17,20.508
874,13,1,17,20.936
874,817,1,17,21.944
874,30,1,17,20.643
874,37,1,17,26.287
874,5,1,18,22.816
874,818,1,18,22.528
874,808,1,19,21.368
874,10,1,20,20.662
874,811,3,21,14.608
874,154,3,22,21.143
874,17,2,26,20.691
874,8,2,30,21.222
874,155,2,31,20.762
874,1,2,31,19.794
874,807,2,31,21.688
874,819,2,31,42.505
874,814,2,32,21.344
874,813,2,33,21.118
874,817,2,34,21.516
874,811,4,34,21.520
874,18,2,35,21.099
874,818,2,35,21.431
874,13,2,36,20.778
874,30,2,36,20.379
874,20,2,37,20.346
874,37,2,36,22.487
874,10,2,40,21.520
874,5,2,41,22.678
874,808,2,42,21.367
874,808,3,48,14.250
875,155,1,1,33.003
875,155,2,7,13.986
875,1,1,13,19.638
875,807,1,13,22.125
875,154,1,13,21.681
875,30,1,13,20.087
875,818,1,13,20.865
875,5,1,13,21.896
875,17,1,14,19.811
875,13,1,14,20.607
875,8,1,14,20.211
875,817,1,14,20.151
875,811,1,14,21.886
875,808,1,14,22.278
875,10,1,14,22.334
875,20,1,15,19.830
875,4,1,15,19.930
875,814,1,15,20.805
875,819,1,17,21.302
875,815,1,18,24.408
875,39,1,18,22.749
875,813,1,21,21.137
875,1,2,26,20.777
875,814,2,28,20.218
875,154,2,31,20.935
875,10,2,31,20.494
875,17,2,32,19.616
875,807,2,32,20.982
875,30,2,32,20.276
875,811,2,32,22.813
875,808,2,32,21.581
875,815,2,33,20.767
875,5,2,33,21.489
875,4,2,34,20.090
875,817,2,34,20.804
875,20,2,35,19.801
875,13,2,35,20.855
875,8,2,35,21.012
875,819,2,34,22.019
875,818,2,38,21.188
875,1,3,42,19.447
876,818,1,1,25.097
876,30,1,1,25.036
876,815,1,14,21.336
876,815,2,19,24.508
876,18,1,25,21.509
876,811,1,26,22.047
876,39,1,26,24.544
876,8,1,27,21.404
876,3,1,27,21.490
876,813,1,27,22.003
876,817,1,27,22.637
876,13,1,28,21.100
876,807,1,28,21.654
876,814,1,28,23.948
876,819,1,28,22.692
876,4,1,29,20.800
876,17,1,30,20.808
876,813,2,30,28.053
876,808,1,31,22.445
876,10,1,31,27.303
876,1,1,32,20.852
876,5,1,32,22.967
876,20,1,33,20.707
876,37,1,32,23.830
876,818,2,33,21.658
876,30,2,33,21.322
876,154,1,36,20.976
876,155,1,36,22.726
877,3,1,1,29.277
877,154,1,1,26.057
877,814,1,1,26.670
877,818,1,9,20.319
877,154,2,9,21.017
877,814,2,9,19.829
877,20,1,13,24.962
877,155,1,25,19.529
877,13,1,26,19.585
877,817,1,26,20.122
877,819,1,26,21.941
877,30,1,27,19.701
877,10,1,27,19.884
877,808,1,27,20.769
877,4,1,28,19.368
877,5,1,28,23.032
877,37,1,28,22.272
877,18,1,29,19.455
877,813,1,29,20.723
877,815,1,30,19.486
877,17,1,30,19.066
877,8,1,31,20.278
877,811,1,32,22.587
877,818,2,33,19.885
877,20,2,37,19.918
877,815,2,38,33.431
877,817,2,38,21.231
877,814,3,39,20.265
877,30,2,41,21.270
877,815,3,44,26.858
878,154,1,9,21.190
878,155,1,13,24.079
878,30,1,14,22.263
878,807,1,17,22.099
878,1,1,20,20.814
878,4,1,20,24.439
878,811,1,20,22.143
878,20,1,21,20.904
878,814,1,21,22.498
878,813,1,21,22.342
878,5,1,21,22.713
878,10,1,21,23.092
878,815,1,22,22.079
878,808,1,23,22.762
878,8,1,24,24.840
878,37,1,24,24.798
878,39,1,25,24.497
878,13,1,26,21.520
878,819,1,26,22.379
878,817,1,30,22.651
878,814,2,30,22.444
878,3,1,34,21.346
878,18,1,35,21.445
878,30,2,39,21.297
879,8,1,5,21.541
879,30,1,5,25.980
879,155,1,8,27.266
879,30,2,8,22.486
879,3,1,9,23.018
879,817,1,9,22.838
879,17,1,9,23.127
879,1,1,10,24.410
879,4,1,10,22.472
879,20,1,10,20.997
879,814,1,10,28.336
879,39,1,13,27.113
879,819,1,13,24.427
879,10,1,14,23.251
879,808,1,14,23.031
879,37,1,14,25.787
879,13,1,15,22.596
879,818,1,15,22.362
879,5,1,15,23.429
879,30,3,17,22.243
879,1,2,18,21.606
879,4,2,18,23.000
879,155,2,18,24.254
879,3,2,18,21.806
879,814,2,18,21.364
879,20,2,19,22.016
879,17,2,19,21.232
879,817,2,19,21.182
879,8,2,19,22.731
879,13,2,19,21.680
879,10,2,19,21.442
879,808,2,19,27.452
879,5,2,19,38.291
879,37,2,19,26.573
879,818,2,20,21.302
879,819,2,20,22.746
879,39,2,20,26.739
879,3,3,20,24.262
879,807,1,23,21.347
879,18,1,23,21.550
879,818,3,29,25.976
879,10,3,31,23.544
879,5,3,37,22.721
879,3,4,50,31.768
879,37,3,50,25.375
879,817,3,51,21.444
879,39,3,51,23.625
879,20,3,52,21.256
879,8,3,53,32.309
879,155,3,54,32.823
879,30,4,54,21.827
879,20,4,54,28.932
879,808,3,54,22.702
879,13,3,55,22.427
879,17,3,55,21.006
879,819,3,55,23.082
879,4,3,56,21.862
879,818,4,56,22.061
879,37,4,55,24.510
879,817,4,56,22.923
879,18,2,57,21.456
879,39,4,55,27.480
879,807,2,57,22.250
879,5,4,56,23.002
879,10,4,56,24.816
879,814,3,57,22.389
879,807,3,58,14.128
879,5,5,59,21.849
879,817,5,61,21.973
880,18,1,4,22.282
880,17,1,5,24.240
880,154,1,5,22.239
880,821,1,5,22.316
880,822,1,6,23.528
880,820,1,6,36.564
880,20,1,7,21.807
880,823,1,7,24.104
880,13,1,8,21.754
880,814,1,8,23.010
880,819,1,8,23.394
880,4,1,9,21.792
880,8,1,9,22.709
880,818,1,9,23.074
880,824,1,9,23.371
880,813,1,10,23.099
880,1,1,13,22.155
880,3,1,14,22.274
880,817,1,15,23.435
880,815,1,16,23.677
880,823,2,16,23.834
880,17,2,18,21.717
880,154,2,19,22.133
880,820,2,19,30.838
880,4,2,20,21.606
880,18,2,20,23.571
880,16,1,21,22.693
880,20,2,21,22.704
880,13,2,23,21.511
880,815,2,23,22.004
880,818,2,24,24.688
880,822,2,24,23.215
880,821,2,27,22.315
880,824,2,27,23.387
880,817,2,30,24.177
880,1,2,31,22.015
880,814,2,33,23.051
880,8,2,34,22.181
880,819,2,33,23.509
880,823,3,34,23.917
880,820,3,34,22.948
880,13,3,36,21.509
880,20,3,37,21.596
880,18,3,37,21.538
880,154,3,37,22.534
880,17,3,38,21.515
880,4,3,39,21.704
880,822,3,40,24.060
880,815,3,41,21.705
880,1,3,42,21.778
880,818,3,44,23.160
880,16,2,46,22.749
880,824,3,50,22.669
881,20,1,5,21.135
881,13,1,5,22.403
881,16,1,6,37.833
881,817,1,6,22.416
881,8,1,6,25.905
881,814,1,6,43.713
881,813,1,6,24.737
881,823,1,6,23.252
881,824,1,6,26.546
881,822,1,6,24.960
881,820,1,6,30.365
881,17,1,7,21.010
881,1,1,7,24.933
881,18,1,7,22.448
881,807,1,7,22.996
881,815,1,7,21.583
881,154,1,7,22.105
881,821,1,7,24.397
881,818,1,7,49.216
881,819,1,7,44.428
881,3,1,8,22.028
881,813,2,13,32.561
881,824,2,17,23.755
881,823,2,18,22.706
881,17,2,19,20.736
881,817,2,19,22.388
881,820,2,19,22.668
881,13,2,20,21.635
881,154,2,20,21.812
881,819,2,20,25.015
881,1,2,21,21.465
881,18,2,21,21.028
881,807,2,21,21.699
881,8,2,21,22.677
881,20,2,22,21.339
881,3,2,22,21.079
881,815,2,22,20.894
881,821,2,22,22.575
881,822,2,22,28.045
881,818,2,26,21.638
881,823,3,28,25.118
881,824,3,29,22.017
881,1,3,30,21.549
881,17,3,31,20.883
881,3,3,31,22.114
881,20,3,32,21.482
881,820,3,31,22.115
881,813,3,32,22.703
881,819,3,32,23.373
881,13,3,33,21.561
881,815,3,33,21.338
881,817,3,33,22.008
881,807,3,34,22.629
881,8,3,34,21.903
881,154,3,35,22.385
881,821,3,36,22.394
881,822,3,40,22.937
881,1,4,41,21.271
881,20,4,42,20.757
881,3,4,42,21.202
881,820,4,41,22.271
881,17,4,43,20.767
881,823,4,42,22.744
881,818,3,43,21.702
881,824,4,43,22.335
881,807,4,44,23.198
881,819,4,43,23.844
881,13,4,47,20.970
881,821,4,51,22.542
881,815,4,54,21.366
882,17,1,1,21.287
882,817,1,4,24.946
882,1,1,5,20.379
882,3,1,5,22.299
882,819,1,5,21.265
882,4,1,6,19.719
882,8,1,6,20.753
882,824,1,6,21.097
882,823,1,6,20.905
882,13,1,7,20.753
882,154,1,7,20.083
882,813,1,7,20.794
882,820,1,7,21.063
882,807,1,14,22.838
882,20,1,14,19.323
882,814,1,14,20.598
882,17,2,15,26.956
882,818,1,15,20.977
882,822,1,16,21.614
882,824,2,16,24.834
882,819,2,17,22.183
882,13,2,19,20.027
882,3,2,19,19.894
882,3,3,20,22.727
882,823,2,20,20.743
882,1,2,21,20.584
882,8,2,21,20.759
882,820,2,21,25.091
882,4,2,23,20.521
882,18,1,23,19.898
882,154,2,23,20.286
882,817,2,23,20.303
882,813,2,23,21.517
882,815,1,24,19.969
882,807,2,29,20.327
882,20,2,31,20.084
882,815,2,31,20.253
882,814,2,32,20.320
882,824,3,32,20.625
882,819,3,33,21.294
882,820,3,33,25.151
882,8,3,34,20.464
882,822,2,34,22.217
882,807,3,36,19.957
882,13,3,36,19.449
882,1,3,37,19.600
882,154,3,37,20.109
882,818,2,37,20.235
882,823,3,37,21.067
882,817,3,38,20.362
882,813,3,39,20.982
882,4,3,41,21.012
882,818,3,43,20.716
882,18,2,49,19.862
882,20,3,51,20.191
882,822,3,51,21.490
882,814,3,53,19.831
883,821,1,1,28.102
883,16,1,1,26.495
883,823,1,2,28.344
883,818,1,2,41.485
883,4,1,7,23.055
883,17,1,8,21.798
883,154,1,8,24.605
883,4,2,8,21.436
883,3,1,9,22.237
883,18,1,9,23.093
883,817,1,9,22.529
883,824,1,9,24.325
883,20,1,10,21.660
883,13,1,10,21.665
883,815,1,10,21.471
883,1,1,10,22.072
883,813,1,10,23.173
883,820,1,10,22.745
883,819,1,11,22.912
883,807,1,12,21.656
883,822,1,13,22.729
883,814,1,14,22.009
883,823,2,14,22.950
883,8,1,16,22.715
883,821,2,16,21.997
883,13,2,17,21.722
883,16,2,18,22.199
883,3,2,20,21.331
883,815,2,20,21.161
883,17,2,21,21.221
883,18,2,21,21.894
883,1,2,22,21.444
883,824,2,22,23.455
883,813,2,23,22.220
883,819,2,23,22.576
883,820,2,23,24.141
883,4,3,24,21.123
883,20,2,25,21.290
883,823,3,24,22.252
883,817,2,25,22.028
883,807,2,26,22.400
883,154,2,27,21.608
883,13,3,28,21.569
883,822,2,29,28.408
883,3,3,33,21.183
883,821,3,33,22.438
883,8,2,34,21.723
883,18,3,34,21.696
883,819,3,35,23.263
883,814,2,36,22.475
883,13,4,36,27.757
883,824,3,36,22.817
883,17,3,37,21.031
883,820,3,37,26.004
883,1,3,38,21.600
883,815,3,39,21.319
883,4,4,39,21.189
883,813,3,39,22.066
883,823,4,39,22.380
883,807,3,41,22.814
883,817,3,41,22.623
883,20,3,42,21.906
883,154,3,42,21.556
883,16,3,42,22.346
883,821,4,43,22.246
883,3,4,44,21.267
883,18,4,46,21.230
883,820,4,46,22.552
883,822,3,47,23.837
883,823,5,47,23.375
883,824,4,48,23.803
884,824,1,2,29.994
884,17,1,7,19.668
884,13,1,8,19.490
884,807,1,8,19.993
884,813,1,8,20.205
884,819,1,8,20.734
884,4,1,9,18.909
884,1,1,9,22.018
884,814,1,9,20.615
884,818,1,9,19.772
884,823,1,9,21.686
884,822,1,9,21.171
884,3,1,10,19.414
884,20,1,10,18.606
884,8,1,10,19.978
884,815,1,10,19.250
884,817,1,10,19.795
884,18,1,11,18.810
884,821,1,13,22.144
884,813,2,13,13.266
884,820,1,15,25.294
884,824,2,16,20.656
884,814,2,19,19.792
884,13,2,20,19.373
884,17,2,20,19.151
884,818,2,20,20.671
884,813,3,20,23.139
884,823,2,20,22.029
884,4,2,21,19.952
884,807,2,21,19.402
884,16,2,22,20.306
884,815,2,23,20.578
884,819,2,23,20.870
884,20,2,24,18.708
884,817,2,24,20.100
884,1,2,25,20.132
884,822,2,25,20.533
884,8,2,26,19.743
884,3,2,27,20.032
884,821,2,28,19.988
884,18,2,28,19.196
884,824,3,29,19.904
884,820,2,30,21.582
884,807,3,34,22.324
884,818,3,34,25.362
884,807,4,35,24.001
884,813,4,35,20.800
884,4,3,36,19.519
884,13,3,36,19.326
884,17,3,36,19.170
884,1,3,36,19.700
884,16,3,36,19.591
884,818,4,37,29.740
884,814,3,38,19.822
884,815,3,38,19.866
884,807,5,38,28.971
884,20,3,39,19.551
884,817,3,39,19.498
884,819,3,41,21.202
884,821,3,42,20.082
884,822,3,43,19.908
884,8,3,45,20.184
884,18,3,46,19.290
884,824,4,46,19.830
884,3,3,47,19.352
884,820,3,47,21.340
884,4,4,49,18.471
884,16,4,49,22.931
884,17,4,50,18.931
884,815,4,50,19.993
884,1,4,50,19.457
884,13,4,51,19.001
884,20,4,51,18.694
884,817,4,51,19.857
884,814,4,53,19.481
884,813,5,53,19.723
884,807,6,53,20.314
884,821,4,54,19.324
885,813,1,1,40.507
885,823,1,1,35.100
885,814,1,9,25.643
885,817,1,22,25.225
885,824,1,22,25.098
885,820,1,23,25.337
885,823,2,24,25.676
885,17,1,25,24.316
885,8,1,26,24.420
885,18,1,26,24.585
885,13,1,26,25.331
885,807,1,27,24.974
885,4,1,28,24.489
885,821,1,28,25.364
885,815,1,29,24.672
885,818,1,29,24.827
885,20,1,30,24.375
885,16,1,30,25.274
885,822,1,30,29.063
885,154,1,30,24.565
885,813,2,30,26.146
885,3,1,31,25.200
885,1,1,31,24.801
885,824,2,35,25.215
885,823,3,35,25.862
885,820,2,48,19.553
885,154,2,62,39.980
885,821,2,63,25.926
885,820,3,63,26.198
885,8,2,70,25.125
881,814,2,20,2:03.124
881,16,2,22,1:29.401
881,18,3,35,1:44.833
884,16,1,8,1:14.026
886,823,1,8,22.323
886,16,1,9,22.789
886,819,1,11,22.184
886,817,1,12,21.223
886,807,1,12,21.623
886,813,1,12,24.557
886,17,1,13,20.716
886,818,1,13,21.900
886,815,1,13,20.427
886,3,1,14,21.125
886,822,1,14,22.242
886,20,1,16,20.835
886,4,1,16,20.512
886,13,1,17,20.473
886,813,2,17,14.446
886,1,1,19,20.879
886,821,1,21,22.017
886,8,1,22,25.182
886,18,1,27,20.212
886,3,2,31,20.832
886,823,2,32,22.039
886,819,2,36,22.033
886,16,2,37,21.000
886,807,2,38,21.014
886,820,1,38,21.374
886,817,2,39,21.315
886,823,3,38,29.056
886,822,2,40,24.418
886,13,2,41,20.372
886,824,1,41,21.378
886,823,4,40,24.510
886,154,1,42,20.859
886,815,2,43,20.805
886,17,2,46,22.709
886,4,2,47,20.636
886,1,2,48,20.656
886,20,2,49,20.898
886,813,3,49,21.637
886,154,2,53,21.574
886,814,1,56,21.066
886,3,3,57,21.459
886,818,2,57,20.739
886,16,3,61,14.489
886,821,2,63,21.524
887,1,1,8,29.026
887,154,1,9,24.725
887,814,1,9,25.004
887,4,1,10,24.572
887,17,1,10,31.448
887,821,1,10,25.330
887,823,1,10,26.515
887,13,1,10,35.210
887,8,1,11,24.992
887,817,1,11,29.446
887,18,1,11,24.745
887,824,1,11,25.729
887,3,1,12,24.990
887,16,1,12,24.807
887,807,1,12,29.684
887,820,1,12,26.031
887,20,1,13,24.159
887,815,1,13,24.596
887,818,1,14,29.418
887,813,1,15,25.244
887,822,1,15,30.231
887,819,1,15,26.191
887,13,2,16,24.680
887,807,2,25,26.256
887,818,2,25,26.317
887,821,2,27,26.040
887,823,2,28,25.814
887,8,2,29,24.428
887,821,3,29,31.937
887,4,2,30,24.789
887,154,2,30,24.751
